District,Year,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Temperature_6,Temperature_7,Temperature_8,Temperature_9,Temperature_10,Temperature_11,Temperature_12,Rainfall_1,Rainfall_2,Rainfall_3,Rainfall_4,Rainfall_5,Rainfall_6,Rainfall_7,Rainfall_8,Rainfall_9,Rainfall_10,Rainfall_11,Rainfall_12,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Humidity_6,Humidity_7,Humidity_8,Humidity_9,Humidity_10,Humidity_11,Humidity_12,January,February,March,April,May,June,July,August,September,October,November,December
Mymensingh,2023,17.27876344,20.77931548,23.49596774,27.28041667,27.76962366,28.57583333,28.84153226,28.41827957,28.55305556,26.02002688,23.64041667,20.04583333,0.2,4.7,73.2,61.7,209.1,470.6,354.4,504.1,325.5,301.9,5.1,12.4,80.93548387,69.75446429,71.28494624,67.47916667,74.06317204,83.29583333,83.43010753,85.74596774,85.64444444,83.1438172,72.37083333,78.0188172,6,2,1,1,12,76,707,1183,1079,733,558,175
Mymensingh,2024,21.7,21.2,23.9,30.4,34.5,29.7,26,28.4,29.1,29.1,,,0,0.71,0,0.01,0,5.16,46.39,4,0.42,9.67,,,52,52,36,52,47,76,96,79,77,78,,,10,1,9,11,12,11,43,95,313,91,,
Naogaon,2019,19.635,21.61,25.16,27.805,29.535,29.935,29.735,30.775,29.45,27.53,25.28,19.225,0,26,13,55,158,348,451,132,160,287,2,1,80.29,72.14,69.77,72.57,77.65,83.93,82.19,85.19,82.87,81.97,74.87,78.87,,,,,,,,2070,30,12,13,2
Naogaon,2020,18.185,20.405,25.095,27.235,28.005,29.995,29.735,30.56,29.815,29.295,24.61,19.425,14,2,29,109,478,436,485,166,239,157,0,0,81.1,70,64.71,79.1,79.29,85.43,86.65,86.32,84.53,83.77,76.63,79.68,0,0,0,0,0,0,0,0,0,0,0,0
Naogaon,2021,18.075,22.075,26.99,29.44,28.865,29.315,30.02,29.76,30.04,29.06,24.07,21.03,0,0,6,24,274,391,278,412,117,93,0,1,83.81,74.28,73.29,77.67,81.39,85.5,87,82.45,87.37,85.35,80.13,85.13,0,0,0,0,0,0,1,4,15,6,0,1
Naogaon,2022,17.01922043,18.08779762,25.65268817,28.28583333,28.10510753,28.71777778,29.57903226,28.9436828,27.51791667,26.12594086,22.20708333,19.02956989,9.8,66.9,4.2,72.3,194.1,295.8,163.9,177.2,416.2,231.8,0.2,0.1,79.04973118,72.80952381,62.22849462,75.98194444,78.02016129,81.88888889,77.63172043,80.82795699,87.99027778,81.20564516,73.47361111,75.04166667,0,0,0,0,0,0,1,1,10,42,41,7
Naogaon,2023,16.68951613,20.24032738,23.85981183,27.8375,28.61774194,30.57875,29.5625,29.06196237,28.67125,26.32755376,23.75347222,19.60685484,0,0.3,71.1,38.7,103.2,313.3,211.5,307.6,326.8,191.1,0.8,25.7,79.2405914,68.30505952,68.54166667,60.20277778,69.73521505,73.40555556,80.76747312,83.54032258,85.21805556,79.88037634,70.575,77.28629032,2,0,0,0,0,8,111,231,165,123,75,25
Naogaon,2024,21.5,21.9,24.3,33.2,35.8,30.6,28.5,29.4,29.1,29.3,,,0,0.02,0,0,0,6.84,32.45,1.06,0.72,10.15,,,44,46,26,22,19,71,83,76,77,79,,,2,0,1,0,1,0,3,14,48,226,,
Narail,2019,19.56,22.15,26.525,29.43,31.42,31.2,30.37,29.86,29.565,28.245,25.03,19.84,0,166,74,102,104,114,335,370,283,187,175,15,83.19,73.28,66.35,74.2,79.45,82.43,84.45,82,84,83.13,76.27,80.77,,,,,,,,1906,179,86,52,10
Narail,2020,18.94,20.985,26.43,29.225,29.7,30.18,30.195,29.85,30.185,29.455,25.13,20.19,30,2,10,179,243,350,223,265,172,90,6,0,78.87,67.76,63.23,67.3,81.29,88,88.81,85.16,87.8,84.26,74.33,78.32,25,57,62,60,62,76,139,186,206,281,355,644
Narail,2021,19.96,22.675,28.555,30.81,30.715,29.47,29.79,29.74,29.08,29.19,24.635,20.935,0,3,0,2,124,468,525,203,339,234,3,66,78.87,67.76,63.23,67.3,81.29,88,88.81,85.16,87.8,84.26,74.33,78.32,0,0,0,0,1,0,2,10,12,8,6,1
Narail,2022,17.93387097,19.54404762,26.54731183,29.61013889,28.43051075,28.79305556,28.69892473,28.31760753,27.76625,26.46370968,22.95972222,20.08064516,16.3,41.5,9.1,87,249.9,285.7,170.9,208,419.9,235.7,0,2.1,77.46236559,72.59821429,63.1155914,74.79166667,80.64112903,82.67638889,82.27688172,83.9327957,86.70833333,82,70.89027778,72.45564516,0,0,0,0,0,2,8,16,64,139,140,24
Narail,2023,18.68185484,22.75684524,25.22916667,28.69833333,29.15833333,29.83097222,29.06451613,28.59610215,28.26611111,26.80295699,23.78402778,19.85887097,1.5,5.5,104.9,42.2,215.5,289.2,201.5,334,303,202.9,83.5,53.8,76.49596774,64.71428571,68.08736559,68.71666667,74.17069892,80.92777778,83.07930108,85.59811828,86.89722222,79.24327957,74.20277778,77.87365591,5,1,3,3,1,19,196,406,754,821,550,82
Narail,2024,21.7,22.8,26,33.7,35.8,31.9,28.6,27.8,28.3,29.4,,,0,1.35,0,0,0,0.39,16.69,7.99,3.79,8.44,,,45,61,29,38,42,69,84,88,83,80,,,11,3,3,9,7,10,21,36,120,841,,
Narayanganj,2019,20.89,22.61,26.315,28.665,30.12,30.07,29.935,30.455,29.925,28.245,25.555,20.09,1,115,39,212,231,242,383,223,161,188,37,5,83.19,73.28,66.35,74.2,79.45,82.43,84.45,82,84,83.13,76.27,80.77,,,,,,,,3823,124,71,17,4
Narayanganj,2020,19.185,21.86,26.585,28.73,29.08,30.08,30.045,30.07,30.395,29.505,25.47,21.01,21,1,30,127,301,271,404,285,140,300,40,0,81.19,72.76,69.1,71.27,80.23,84.3,85.58,80.58,87.2,80.16,74.13,80.45,0,0,0,0,0,0,0,0,0,0,0,0
Narayanganj,2021,20.21,23.255,28.835,30.7,30.475,29.18,29.76,29.975,30.28,29.58,24.8,21.805,0,0,3,39,216,546,333,249,141,166,27,153,77.35,71.57,72.03,73.23,78.06,88.9,89.16,89.16,88.9,86.13,79.03,80.71,0,0,0,0,0,0,0,1,0,0,0,0
Narayanganj,2022,17.87849462,18.92797619,25.98387097,28.66875,27.98481183,28.15791667,29.01424731,28.8813172,27.94388889,26.6672043,23.24180556,19.8327957,16.9,34.7,19.9,108.5,184.8,335.9,138.9,137.8,400.5,284.2,0.2,2.3,79.4516129,74.97172619,65.06586022,78.04305556,82.80645161,84.71111111,81.04973118,81.01344086,85.98611111,81.84139785,72.84722222,75.74865591,0,0,0,0,0,0,0,0,0,34,199,80
Narayanganj,2023,18.05604839,21.76994048,24.9233871,28.47069444,28.8311828,29.72430556,29.26048387,28.41478495,28.60847222,26.86075269,24.01569444,20.03575269,3.9,2,76.9,73.1,190.9,343.4,198.2,427.1,258.2,168.4,165.4,46.9,80.18951613,69.44642857,68.54166667,68.74166667,74.16263441,80.03611111,81.51209677,86.14784946,85.3125,79.63575269,73.70277778,79.92473118,7,0,0,0,0,0,181,452,538,555,379,93
Narayanganj,2024,22.4,22,25.5,30.2,33.1,31.2,26.7,26.9,29.1,30.4,,,0,2.41,0,0,0,0.18,79.06,15.82,0.24,13.84,,,47,60,32,65,59,71,93,89,76,72,,,18,3,0,0,0,0,0,3,378,512,,
Narsingdi,2019,20.89,22.61,26.315,28.665,30.12,30.07,29.935,30.455,29.925,28.245,25.555,20.09,1,115,39,212,231,242,383,223,161,188,37,5,70.45,67.54,66.87,72.8,74.55,85.9,86.32,87.52,82.23,80.94,68.93,73.42,,,,,,,,3555,123,54,27,6
Narsingdi,2020,19.185,21.86,26.585,28.73,29.08,30.08,30.045,30.07,30.395,29.505,25.47,21.01,21,1,30,127,301,271,404,285,140,300,40,0,78.16,73.89,76.32,74.7,78.35,87.47,87.97,89.06,89.03,87.26,80.97,82.65,23,29,31,30,31,30,31,31,30,31,30,31
Narsingdi,2021,20.21,23.255,28.835,30.7,30.475,29.18,29.76,29.975,30.28,29.58,24.8,21.805,0,0,3,39,216,546,333,249,141,166,27,153,81.94,75.93,73.32,73.93,78.61,90.1,88.1,88.06,86.4,86.39,82.17,84.68,0,0,0,0,0,0,0,5,20,11,7,0
Narsingdi,2022,17.85873656,18.90758929,25.75873656,28.27611111,27.75551075,27.83486111,29.05349462,29.08293011,27.95222222,26.56075269,23.10888889,19.67177419,14.8,28.5,29,198.2,210.1,362.7,177.9,157.8,313.4,250.9,0.1,7.3,79.03225806,73.39880952,64.27956989,77.925,82.69086022,85.17638889,80.82526882,79.87365591,85.50277778,82.50806452,73.95,75.83736559,0,0,0,0,0,0,3,3,16,38,55,26
Narsingdi,2023,18.12634409,21.88883929,24.42688172,28.18888889,28.72446237,29.49555556,29.45134409,28.48844086,28.65513889,26.7063172,23.75458333,19.9766129,0.2,2,118.9,77.8,154.2,418.2,157.4,444.9,282.3,178,112.5,64.3,78.06182796,66.93005952,69.71774194,68.43611111,72.7016129,80.26666667,80.17741935,85.47580645,84.87222222,80.34139785,74.55972222,80.38575269,3,4,0,2,5,12,317,1004,1222,1189,584,181
Narsingdi,2024,21.6,21.6,24.2,30.3,33.7,31,26.1,26.7,28.6,29.6,,,0,1.9,0,0,0,0.32,64.2,16.96,0.17,19.32,,,52,57,37,64,57,72,96,88,79,76,,,24,11,3,16,59,52,125,298,460,15,,
Natore,2019,18.085,20.48,24.995,28.53,30.775,30.535,30.295,30.39,29.45,27.155,24.115,17.94,0,53,8,82,126,286,300,148,179,220,36,6,82.94,76.68,75.29,75.23,78.58,89.87,88.32,88.23,87.03,86.39,81.93,84.77,,,,,,,,1101,29,7,8,4
Natore,2020,17.245,19.32,24.62,27.945,28.85,30.25,30.35,30.54,30.195,29.275,23.79,18.975,23,0,21,29,380,237,437,157,264,165,0,3,79,63.82,61.55,63.6,76.68,83.37,82.23,84.87,79.07,77.65,72.17,72.81,0,0,0,0,0,0,0,0,0,0,0,0
Natore,2021,17.61,20.85,26.89,29.77,29.57,29.81,30.14,30.275,29.905,28.79,23.14,19.92,0,0,1,41,179,396,315,324,182,114,18,16,67.58,69.57,71.77,75.57,75.61,88,88.45,88.48,83.5,83.42,70.53,72.45,0,0,0,0,0,0,0,0,7,1,0,0
Natore,2022,17.2905914,18.12738095,25.59744624,28.83208333,28.17123656,28.6825,29.3141129,28.79018817,27.68638889,26.26653226,22.26833333,19.22674731,22.3,65.6,4.5,92.6,207.3,246.2,183,160.9,374.7,199.6,0.2,3.7,78.22580645,74.29761905,64.07526882,74.80416667,79.11021505,82.54722222,79.11155914,81.59946237,87.05416667,80.59543011,72.65694444,74.33602151,0,0,0,0,0,0,1,0,15,56,27,4
Natore,2023,17.10833333,21.15238095,24.61290323,28.28819444,28.72849462,30.32986111,29.46518817,29.03763441,28.73166667,26.5780914,23.89375,19.79086022,0.1,0.1,65.4,55.9,150.1,262.4,217.7,321.4,284.5,165.3,5,22.3,78.46639785,62.8764881,64.97446237,59.93888889,70.73521505,75.94722222,81.34811828,83.48655914,84.80416667,78.79704301,70.625,76.11424731,0,0,0,0,0,0,87,212,201,281,232,50
Natore,2024,21.3,21.9,24.9,34.5,37,31.6,28.8,28.8,28.8,29.6,,,0,0.04,0,0,0,3.77,19.12,1.84,0.72,3.85,,,45,49,25,22,21,69,81,80,80,77,,,2,0,0,0,0,0,0,1,0,87,,
Netrokona,2019,19.22,21.29,24.4,26.995,28.3,29.24,29.585,30.44,29.355,27.245,24.59,18.935,0,32,6,84,337,402,603,118,181,205,14,2,78.16,71.61,68.29,70.33,75,88.4,85.58,86.68,85.13,83.35,78.5,81.29,,,,,,,,893,14,4,1,0
Netrokona,2020,18.085,20.37,24.545,26.465,27.965,29.505,29.45,30.26,29.36,29.205,24.015,19.185,11,1,10,107,562,440,600,95,388,179,2,0,83.26,71.96,67.32,66.6,80.03,86.53,85.65,88.13,87.17,84.55,79.37,79.06,0,0,0,0,0,0,0,0,0,0,18,31
Netrokona,2021,18.135,21.79,26.085,28.22,28.795,29.055,29.645,29.425,30.105,28.915,23.645,20.505,0,0,2,42,289,430,265,504,61,188,1,9,70.45,67.54,66.87,72.8,74.55,85.9,86.32,87.52,82.23,80.94,68.93,73.42,0,0,0,0,0,0,0,1,5,0,10,0
Netrokona,2022,17.21263441,17.64508929,24.25456989,25.73388889,26.24798387,26.29861111,28.58077957,28.80833333,27.37166667,26.04327957,22.46430556,19.31639785,22,53.9,39.3,419.9,694.4,945.4,365.7,262.7,393.7,225.9,0.2,1,79.35080645,76.01934524,68.32930108,84.76527778,85.53225806,89.91666667,83.66129032,81.86693548,87.44722222,83.52419355,77.29027778,78.23924731,0,0,0,0,0,1,0,0,3,26,24,7
Netrokona,2023,17.18575269,20.21369048,22.45,25.75055556,27.06424731,27.82319444,28.67419355,28.27137097,28.67069444,26.03965054,23.65305556,20.10134409,0.1,7.5,98.6,114.2,254.2,563.1,501.8,529,331.2,393.9,8.7,14.9,81.38575269,73.75892857,76.5188172,76.28472222,77.61155914,85.59027778,84.53629032,86.10887097,85.15277778,83.28897849,74.13611111,78.42069892,0,0,0,0,0,3,99,233,203,109,83,32
Netrokona,2024,21.7,21.2,23.9,30.4,34.5,29.7,26,28.4,29.1,29.1,,,0,0.71,0,0.01,0,5.16,46.39,4,0.42,9.67,,,52,52,36,52,47,76,96,79,77,78,,,3,1,1,0,4,1,2,11,47,99,,
Nilphamari,2019,18.63,20.59,23.835,26.52,28.065,29.725,29.66,30.795,28.7,26.8,24.36,17.95,0,42,1,114,192,344,519,299,509,110,0,0,82.94,73.61,68.45,65.4,76.84,85.67,86.29,87.1,85.27,83.19,82.33,84.26,,,,,,,,1447,25,14,2,2
Nilphamari,2020,17.18,19.535,23.945,25.63,27.255,29.5,29.135,30.53,28.935,29.01,23.14,19.22,6,9,21,100,412,433,629,253,794,15,0,0,78.13,71.82,72.06,73.53,75.26,86.23,85.06,86.19,83.5,82.58,78.1,80.16,0,0,0,0,0,0,0,0,0,0,0,0
Nilphamari,2021,17.235,20.965,24.98,27.81,27.75,29.605,30.14,29.69,29.84,28.42,23.16,20.18,0,0,0,53,316,218,318,540,235,351,0,6,67.58,69.57,71.77,75.57,75.61,88,88.45,88.48,83.5,83.42,70.53,72.45,0,0,0,0,0,0,0,4,6,0,0,0
Nilphamari,2022,15.91612903,16.78571429,24.51639785,25.40555556,26.26895161,26.83361111,28.97459677,28.54919355,27.06777778,25.15900538,21.74166667,18.52379032,13.9,57.5,5.7,145.7,292.1,785,284.1,244.2,318.9,156.5,0.7,0.7,81.40322581,74.73809524,64.43548387,82.52222222,83.60483871,87.81944444,81.25672043,83.05241935,88.13194444,83.63978495,74.99166667,76.74327957,0,0,0,0,0,0,0,0,0,6,13,3
Nilphamari,2023,15.57392473,19.56369048,22.90739247,26.11708333,27.16639785,28.31652778,28.83319892,28.32983871,28.4075,25.61075269,23.01319444,19.10913978,0.1,0.6,73.6,21.1,109.4,549.8,408.9,478.9,320.6,158.8,1.2,12.4,81.26075269,71.61904762,68.15725806,66.07777778,71.25537634,80.06527778,83.81317204,86.83198925,86.25972222,82.50268817,72.3,76.65188172,0,0,0,0,0,4,106,244,186,160,68,2
Nilphamari,2024,21.3,20.6,24.5,32.3,33.7,28.6,27.8,30.4,29.7,29,,,0,0,0,0,0,8.6,121.4,1.08,11.28,3.39,,,43,38,25,19,29,81,88,70,74,79,,,0,0,0,4,0,0,2,1,47,157,,
Noakhali,2019,20.645,22.345,26.055,28.8,30.615,30.36,29.155,29.835,29.415,28.425,25.745,20.5,0,64,45,134,291,266,729,474,423,243,201,4,72.45,60.61,57.84,60.83,69.81,83.13,82.87,83.35,80.03,77.32,68.73,72.77,,,,,,,,5487,94,28,0,0
Noakhali,2020,19.575,21.565,26.365,28.32,29.46,29.505,29.58,29.215,29.815,29.44,25.54,21.015,82,4,9,201,219,492,742,547,335,420,47,0,83.61,73.11,66.81,69.93,78.35,81.33,82.32,86.48,81.47,83.52,77.77,76.87,0,0,0,0,0,0,0,0,0,0,0,0
Noakhali,2021,20.64,22.6,27.89,29.985,30.39,28.66,29.29,29.25,29.785,29.525,25.165,21.47,0,0,0,6,158,639,551,449,233,212,0,92,78.65,68.82,65.65,66.6,75.45,85.5,84.48,86.32,83.07,80.68,76.97,79.74,0,0,0,0,0,0,0,0,0,0,0,0
Noakhali,2022,19.0313172,20.25669643,27.11989247,29.10527778,27.98817204,27.71222222,28.46532258,28.36532258,27.48055556,26.65698925,23.63208333,20.51545699,13.6,27.5,22,115.5,257.4,347.3,134.4,185.4,506.6,248.4,0.5,6.4,73.03360215,64.53869048,56.01075269,74.16805556,82.42204301,85.13472222,82.4905914,82.71908602,87.60138889,82.69489247,72.57361111,70.12096774,0,0,0,0,0,0,0,0,0,10,31,3
Noakhali,2023,19.29502688,22.67946429,25.42782258,28.93541667,29.26129032,29.17652778,28.73198925,27.96048387,28.16319444,26.64408602,23.8375,20.63319892,1.1,1.9,65.1,83.3,110.5,282.1,195.2,471.6,303.8,129.5,93.7,4.9,72.29301075,64.40625,64.0577957,67.76666667,72.17473118,81.66111111,82.875,87.16263441,86.70416667,81.72311828,77.43333333,77.14112903,3,0,0,0,0,5,185,721,456,384,173,58
Noakhali,2024,21.5,21.8,24.7,27.6,30.4,30.5,27.1,26.6,28.4,29.1,,,0,0.1,0,0.1,0.18,0.9,55.23,74.44,1.41,6.89,,,58,51,42,83,76,78,90,93,81,79,,,8,7,1,3,5,1,10,12,32,287,,
Pabna,2019,18.085,20.48,24.995,28.53,30.775,30.535,30.295,30.39,29.45,27.155,24.115,17.94,0,53,8,82,126,286,300,148,179,220,36,6,75.45,70.5,69.1,68.7,71.48,85.53,84.29,85.35,80.03,81.77,76.47,78.32,,,,,,,,3617,197,59,20,2
Pabna,2020,17.245,19.32,24.62,27.945,28.85,30.25,30.35,30.54,30.195,29.275,23.79,18.975,23,0,21,29,380,237,437,157,264,165,0,3,79,63.82,61.55,63.6,76.68,83.37,82.23,84.87,79.07,77.65,72.17,72.81,24,29,31,30,31,30,31,31,30,31,30,31
Pabna,2021,17.61,20.85,26.89,29.77,29.57,29.81,30.14,30.275,29.905,28.79,23.14,19.92,0,0,1,41,179,396,315,324,182,114,18,16,72.45,60.61,57.84,60.83,69.81,83.13,82.87,83.35,80.03,77.32,68.73,72.77,0,0,0,0,0,0,1,3,10,15,7,2
Pabna,2022,17.34139785,18.41696429,25.51102151,28.95888889,28.03212366,28.57305556,29.03669355,28.62620968,27.79013889,26.26491935,22.32013889,19.46639785,51.1,103,3.2,120.9,200.3,267.2,125.7,176.5,373.8,215.1,0.1,2.5,79.73387097,76.35267857,67.00134409,76.59583333,81.58064516,83.83333333,81.13575269,82.64650538,86.78194444,81.55913978,73.95416667,74.47043011,0,0,0,0,0,0,0,0,200,489,252,22
Pabna,2023,17.41290323,21.56770833,24.74717742,28.1375,28.79274194,29.93361111,29.26021505,28.87836022,28.63819444,26.72258065,23.83083333,19.87580645,0,0.5,146.2,55.5,172.2,258.3,201.8,283,287.7,138.6,1.8,40.9,79.81854839,64.05059524,66.94354839,65.33194444,73.25403226,79.40833333,82.57795699,83.96639785,85.13055556,78.66397849,72.175,76.39247312,1,0,0,0,0,9,170,464,732,1180,724,108
Pabna,2024,21.5,22.2,25.3,34.5,36.7,32,28.1,28.2,29,29.7,,,0,0.59,0,0,0,0.21,30.48,2.44,0.57,12.1,,,46,57,26,28,31,67,86,83,78,77,,,3,3,0,0,1,0,6,23,113,123,,
Panchagarh,2019,18.63,20.59,23.835,26.52,28.065,29.725,29.66,30.795,28.7,26.8,24.36,17.95,0,42,1,114,192,344,519,299,509,110,0,0,78.32,72.43,69.81,66.9,72.13,84.57,85.1,85.52,85.47,82.1,75.83,80.58,,,,,,,,267,9,1,0,0
Panchagarh,2020,17.18,19.535,23.945,25.63,27.255,29.5,29.135,30.53,28.935,29.01,23.14,19.22,6,9,21,100,412,433,629,253,794,15,0,0,84.26,75.18,70.39,71.37,77.77,83.2,84.35,86.35,83.93,84.94,82.3,84.42,0,0,0,0,0,0,0,0,0,0,0,0
Panchagarh,2021,17.235,20.965,24.98,27.81,27.75,29.605,30.14,29.69,29.84,28.42,23.16,20.18,0,0,0,53,316,218,318,540,235,351,0,6,84.26,75.18,70.39,71.37,77.77,83.2,84.35,86.35,83.93,84.94,82.3,84.42,0,0,0,0,0,0,0,0,0,0,0,0
Panchagarh,2022,15.27083333,16.11949405,23.99825269,25.18472222,25.92983871,26.27305556,28.19865591,28.12903226,26.81708333,24.92284946,21.68458333,18.37217742,11.7,63,11.8,85.3,365.3,809.1,378.8,329.1,402.2,137.2,1.8,0.2,83.58870968,76.73363095,66.71908602,81.56805556,83.90994624,89.29166667,85.40456989,85.35349462,88.42361111,82.54032258,72.52361111,76.29704301,0,0,0,0,0,0,0,0,0,1,4,1
Panchagarh,2023,15.46639785,19.75833333,22.62782258,26.08680556,26.83844086,27.78180556,28.12473118,27.75900538,28.08722222,25.28830645,22.84777778,18.73172043,0.1,1.1,66.1,20.2,125.2,548.2,567.4,620.9,358.3,159.2,0.9,9,80.98252688,69.78869048,68.38844086,63.93333333,71.61424731,82.59027778,87.30913978,88.84274194,86.7625,81.14784946,70.1875,76.4233871,0,0,0,0,0,0,17,74,44,25,27,0
Panchagarh,2024,20.1,19,22.9,29.3,31.5,28.6,27,29.5,26.3,28.2,,,0,0,0,0,0.03,6.76,49.99,17.79,15.24,9.12,,,45,37,30,42,33,76,92,78,90,81,,,0,0,0,0,0,0,0,0,34,48,,
Patuakhali,2019,20.015,22.67,26.925,29.335,30.78,30.35,29.385,29.49,29.225,28.47,25.255,20.68,0,74,45,65,163,262,618,338,198,102,231,11,77.16,69.57,65.77,66.73,74.1,84.6,84.23,85.81,84.6,81.87,80.93,84,,,,,,,,3355,158,79,24,7
Patuakhali,2020,19.635,21.495,26.685,28.745,29.675,29.41,29.595,29.22,29.81,29.075,25.115,20.68,35,3,29,114,226,468,497,556,425,478,11,0,87.45,77.57,82.55,84.57,90,93.8,90,90.29,88.47,85.74,79.37,83.03,0,0,0,0,0,0,0,0,0,0,0,0
Patuakhali,2021,20.495,22.65,28.45,29.95,30.39,28.85,29.07,29.29,29.225,29.21,24.92,21.385,0,0,0,1,70,541,780,447,296,249,2,58,82.94,73.61,68.45,65.4,76.84,85.67,86.29,87.1,85.27,83.19,82.33,84.26,0,0,0,0,0,0,0,24,50,85,77,23
Patuakhali,2022,18.76545699,20.47723214,26.69126344,29.45861111,28.60927419,28.37888889,28.36061828,28.10927419,27.75097222,26.69206989,23.48125,20.45658602,31.8,25.3,15,24.1,217.2,335.5,197.5,329,457.3,319.3,0,5.4,78.37231183,73.18154762,65.44623656,74.21805556,81.03225806,83.37361111,83.62634409,84.96774194,86.71805556,84.71774194,76.33055556,76.98521505,2,1,0,0,0,0,2,8,42,117,97,24
Patuakhali,2023,19.33360215,23.09345238,25.81223118,28.90027778,29.14663978,29.38513889,28.63373656,28.2405914,28.12722222,26.82486559,23.90763889,20.37204301,1.4,1.1,71.3,41.9,99.1,309.2,245.9,438.6,279.8,122.3,136.8,2.6,77.84811828,71.92410714,71.04032258,75.05416667,78.1344086,82.90833333,84.1344086,86.91397849,86.98611111,83.30913978,79.63472222,80.2311828,5,0,0,0,3,58,1018,1896,2430,1479,593,97
Patuakhali,2024,21.6,22.3,25.8,30,31.9,31.6,27.8,27,29.1,29.9,,,0,0,0,0,0.06,0.03,26.49,66.33,0.43,11.11,,,48,56,52,68,67,70,87,91,76,76,,,8,3,1,0,2,4,46,144,265,479,,
Pirojpur,2019,20,22.68,26.655,29.47,31.44,30.825,30.225,29.81,29.36,28.305,25.235,20.53,0,100,41,101,82,286,301,389,290,97,265,11,79,63.82,61.55,63.6,76.68,83.37,82.23,84.87,79.07,77.65,72.17,72.81,,,,,,,,2498,316,279,123,9
Pirojpur,2020,19.385,21.44,26.865,29.515,29.675,29.74,29.93,29.705,29.955,29.225,25.385,20.83,54,3,8,103,245,429,446,401,227,326,12,0,75.94,68.25,62.87,64.6,66.71,80.5,79.81,77.13,75.97,77.52,79.07,79.19,0,0,0,0,0,0,0,0,0,0,0,0
Pirojpur,2021,20.64,23.015,28.825,30.685,30.495,29.525,29.705,29.815,29.31,29.13,24.97,21.345,0,0,0,0,187,430,867,338,408,251,2,60,78.32,72.43,69.81,66.9,72.13,84.57,85.1,85.52,85.47,82.1,75.83,80.58,0,0,0,0,0,0,0,3,9,11,2,2
Pirojpur,2022,18.50053763,20.34404762,26.6188172,29.5075,28.61666667,28.55763889,28.4186828,28.13629032,27.7575,26.58400538,23.25666667,20.30510753,24.7,34.9,14.6,29.7,276.6,328.8,188.6,281.8,429,311.8,0,2.4,77.74327957,72.6264881,65.1922043,75.23888889,81.63172043,83.79861111,83.75134409,85.36693548,87.29166667,84.04435484,75.68194444,76.73655914,1,0,0,0,0,0,3,0,49,251,194,29
Pirojpur,2023,19.02674731,22.83348214,25.40456989,28.51236111,28.87123656,29.34847222,28.66680108,28.33776882,28.12763889,26.76922043,23.64875,19.91465054,0.1,5.1,76.4,41.3,126.3,287.5,324,428.7,272,142.9,162.8,5.4,78.92607527,72.34821429,73.76209677,76.85833333,79.0483871,84.25694444,84.47177419,86.91263441,87.475,82.31048387,78.70138889,80.96774194,5,1,1,2,1,18,742,1518,1811,1863,1207,192
Pirojpur,2024,21.7,22.5,25.8,30.6,32.5,31.7,27.6,27.1,29,29.9,,,0,0,0,0,0.01,0.01,22.43,60.61,0.46,8.91,,,47,55,50,64,63,69,88,90,76,76,,,11,7,7,6,29,20,68,94,168,266,,
Rajbari,2019,19.23,21.385,25.74,28.595,30.165,29.955,29.77,29.77,29.325,27.55,25.115,19.48,0,94,10,72,164,105,284,223,117,113,39,9,85.74,75.04,74.68,74.8,80.26,84.83,85.52,87.71,82.63,83.52,79.73,81.74,,,,,,,,3156,79,46,11,0
Rajbari,2020,18.11,20.45,25.875,28.415,28.525,29.75,29.87,29.895,30.22,29.41,25.04,19.91,24,2,31,112,316,255,1005,889,722,98,288,0,84.65,73.79,68.06,70.33,79.87,81.1,81.71,86.35,83.8,83.74,78.03,77.42,0,0,0,0,0,0,0,0,6,31,41,62
Rajbari,2021,19.17,22.145,27.985,29.91,29.88,29.26,29.68,29.685,29.69,29.285,23.96,20.68,0,0,0,18,175,317,465,362,124,70,29,174,82.52,72.61,66.48,65,77.58,83.87,83.84,84.77,83.63,82.03,78.43,79.68,2,0,0,0,0,0,0,3,11,2,0,0
Rajbari,2022,17.49126344,18.89880952,25.76908602,28.77194444,27.85080645,28.26583333,28.73521505,28.52137097,27.76430556,26.60241935,22.93638889,19.83669355,26.5,41.4,14.5,94.9,234.5,313.1,170.8,175,362.4,224.6,0,1.2,80.8077957,75.75297619,66.27956989,77.94722222,82.60080645,85.05277778,82.43548387,82.70026882,86.23472222,81.03897849,72.78611111,74.84139785,0,0,0,0,0,0,0,0,2,24,100,10
Rajbari,2023,17.96169355,21.86071429,24.85215054,28.21597222,28.59327957,29.5575,29.05510753,28.60591398,28.48916667,26.75147849,23.74402778,19.7969086,0.7,1.9,141.3,42.4,217.4,295.9,205.2,394.7,265.5,221.2,32.4,54.1,79.89247312,67.26785714,68.33870968,66.71111111,75.26478495,81.38055556,83.21908602,85.32258065,85.67083333,79.60752688,74.94305556,78.86290323,0,0,1,0,4,4,279,724,1119,1200,668,177
Rajbari,2024,21.3,21.8,25.2,32.7,34.8,31.8,27.6,27.4,28.9,30.1,,,0,1.83,0,0,0,0.2,48,8.76,0.39,13.59,,,51,63,34,45,46,70,89,88,79,75,,,6,0,0,0,0,0,0,0,1,0,,
